,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
0,tomozouhonpobot,吉祥寺の小さな工房で、手捺染（てなっせん）という技法で染料を使って１枚１枚丁寧に手ぬぐいを製作している「ともぞう本舗」で広報部長をしています。名前は「む〜」無病息災に育ってほしいと願いが込められた名前です。 黒猫 ♀,東京都 武蔵野市 吉祥寺・ハーモニカ横丁・井の頭公園,669,627,42644,0,"明日は、
ランチテイクアウト

野菜、牛タン、生ハム売ります！

レッツオハナパーティー！

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood… https://t.co/C79NHstWi4","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島']"
1,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,1,"明日は、
ランチテイクアウト

野菜、牛タン、生ハム売ります！

レッツオハナパーティー！

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood… https://t.co/C79NHstWi4","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood']"
2,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"明日は
ランチ
テイクアウト

新鮮なお野菜も鹿児島から届いたので、売ります！

遊びに来てねー！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島… https://t.co/dIkQRVLGFL","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島']"
3,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"明日は
ランチ
テイクアウト

新鮮なお野菜も鹿児島から届いたので、売ります！

遊びに来てねー！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島… https://t.co/Zuf0A7Dtap","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島']"
4,sknk_sknk_sknk,おちゅーなー、モノガタリチャンネル、都市ボーイズさん、レトロサンリオ好き（特にキキララ ）,,27,4,32,0,"先月漬けた高菜2021到着しました‼️

早速ありがとうございます！

#高菜
#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏… https://t.co/rScHBGsFw8","['高菜', 'バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏', '吉祥寺居酒屋']"
5,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,1,"先月漬けた高菜2021到着しました‼️

早速ありがとうございます！

#高菜
#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏… https://t.co/rScHBGsFw8","['高菜', 'バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏']"
6,Fj1qcJdJOZGwKns,,,1736,283,108486,0,"お客様に1ミリリットルも提供しませんが、

私たちが飲む分は、ごちそうになります‼️

よろしくお願いします😅

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島… https://t.co/2k3c6EpGYt","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking']"
7,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,1,"お客様に1ミリリットルも提供しませんが、

私たちが飲む分は、ごちそうになります‼️

よろしくお願いします😅

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島… https://t.co/2k3c6EpGYt","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島']"
8,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"With 2baconil therapy, you have the right mentor to help you win against the smoking addiction. #ItsTimeToWin again… https://t.co/pDXeDCYxV5",['ItsTimeToWin']
9,Fj1qcJdJOZGwKns,,,1736,283,108486,0,"#揚げたてさつま揚げ

テイクアウトいかがでしょうか？

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏 #吉祥寺居酒屋… https://t.co/BQYYae0N1P","['揚げたてさつま揚げ', 'バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏', '吉祥寺居酒屋', '地方発送']"
10,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,1,"#揚げたてさつま揚げ

テイクアウトいかがでしょうか？

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏 #吉祥寺居酒屋… https://t.co/BQYYae0N1P","['揚げたてさつま揚げ', 'バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏', '吉祥寺居酒屋']"
11,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"おふたりさまおみえ！＼(^o^)／＼(^o^)／

おふたりさまおみえ！＼(^o^)／＼(^o^)／

おひとりさまおみえ♫♪(´ε｀ )

みなさんお仕事なんですねー！
お疲れ様です！
#バーオハナ #鶏たたき #ひとりで飲める… https://t.co/R0ALC5HiRs","['バーオハナ', '鶏たたき', 'ひとりで飲める']"
12,2baconil,"2baconil is India's first 24 hour Nicotine Transdermal Patch, which serves as an aid to Quit Smoking / Chewing Tobacco.",India,432,1124,5344,1,"With 2baconil therapy, you have the right mentor to help you win against the smoking addiction. #ItsTimeToWin again… https://t.co/pDXeDCYxV5",['ItsTimeToWin']
13,libanmi,"Advocate for #Zero #Preventable #Maternal #Death. Mom. Passionate Obstetrician/Gynecologist, Speaker, Coach, nature lover, world changer, Leader",Yaounde; Bamenda; ,411,194,820,0,"#NoSmoking especially during #pregnancy. Consequences are real. 👇👇👇@maternityworldwide, @vahacameroon @YALINetwork… https://t.co/zudmV1ZVrY","['NoSmoking', 'pregnancy']"
14,SimpleeKare,"Digital first healthcare company working to improve patient experience via clinics, home based services and digital channels.
#Bhubaneswar #Cuttack #Vizag","Bhubaneshwar, India",11,344,7613,0,"Don't Burn Your Life Away. Say No to Smoking and Yes to a Healthy Life. 

Smoking Kills. Quit Smoking Today.… https://t.co/C5gzUdaS3B",[]
15,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"18:00以降なら、サバサンドあと二つできます！

#サバサンド

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏… https://t.co/SbBnX1JfmS","['サバサンド', 'バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏']"
16,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"生親子丼
肉倍盛りお値段据え置き

牛タン丼

甘えび丼

テイクアウトできます！

とろける塩レバーコリコリ砂肝ワンコインセール中
#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜… https://t.co/wVIO7OcKwf","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜']"
17,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"ごめんなさい
4/29
12-20通し営業に変更です‼️‼️‼️

ランチ始まります！
とろける塩レバーコリコリ砂肝ワンコインセール！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜… https://t.co/B23SArt41W","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島']"
18,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,1,"ごめんなさい
4/29
12-20通し営業に変更です‼️‼️‼️

ランチ始まります！
とろける塩レバーコリコリ砂肝ワンコインセール！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜… https://t.co/B23SArt41W","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜']"
19,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"ごめんなさい
4/29
12-20通し営業に変更です‼️‼️‼️

ランチ始まります！
とろける塩レバーコリコリ砂肝ワンコインセール！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜… https://t.co/S96J5sq3tv","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜']"
20,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"ごめんなさい
12-20通し営業に変更です‼️‼️‼️

ランチ始まります！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏… https://t.co/83vOKWN19O","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏']"
21,JaysonClements,"🍀Retired OSP Eng,Wife-Kelly #Raiders Ⓜ️#Mendacity2555 #Pablo #Carlos #MerrickGarland owes Kelly 22.65M .The #FBI #Lies #Resist #ALM 🕵🏻‍♂️ #ResistersUnite","Texas, USA",5001,1716,4621,0,Baby #Pablo’s Auntie said he looks like a #Smoker #Lol #HesJustABaby #NoSmoking #DogsDontSmoke #Bullies #Bulldog… https://t.co/3ZTGi6eXI4,"['Pablo', 'Smoker', 'Lol', 'HesJustABaby', 'NoSmoking', 'DogsDontSmoke', 'Bullies', 'Bulldog']"
22,CultistSean,,,28,6,42,0,"Hard hitting journalism 
.
.
.
.
.
#quit #nosmoking #smokingkills #fakenewsford #smokingclips #girlsmoking #smoke… https://t.co/2GjKTiaBZX","['quit', 'nosmoking', 'smokingkills', 'fakenewsford', 'smokingclips', 'girlsmoking', 'smoke']"
23,ShantiniRajah,"Book & Writing Coach + Energy Practitioner. I help conscious entrepreneurs, creatives, and healers write with power, presence and heart.",,124,102,1023,0,Is happiness influencing peoples probability of smoking? Are smokers more or less happy than their non smoking peer… https://t.co/HmBx6tifDg,[]
24,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"あー‼️

明日
16:00-18:00一旦休憩取ります‼️‼️

すいません‼️

12:00-16:00
18:00-20:00

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎… https://t.co/V5rDBGURSz","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎']"
25,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"あー‼️

明日
16:00-18:00一旦休憩取ります‼️‼️

すいません‼️

12:00-16:00
18:00-20:00

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎… https://t.co/RCR7oykE7J","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎']"
26,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"あー‼️

明日
16:00-18:00一旦休憩取ります‼️‼️

すいません‼️

12:00-16:00
18:00-20:00

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎… https://t.co/hwzXDQqZGF","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎']"
27,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"あー‼️

明日
16:00-18:00一旦休憩取ります‼️‼️

すいません‼️

12:00-16:00
18:00-20:00

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎… https://t.co/Z5OAxpWafL","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎']"
28,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"あー‼️

明日
16:00-18:00一旦休憩取ります‼️‼️

すいません‼️

12:00-16:00
18:00-20:00

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎… https://t.co/Mkqsz4LEqG","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎']"
29,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"あー‼️

明日
16:00-18:00一旦休憩取ります‼️‼️

すいません‼️

12:00-16:00
18:00-20:00

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎… https://t.co/VTc3a53hbp","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎']"
30,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"あー‼️

明日
16:00-18:00一旦休憩取ります‼️‼️

すいません‼️

12:00-16:00
18:00-20:00

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎… https://t.co/x9Ysj7RaS7","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎']"
31,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"あー‼️

明日
16:00-18:00一旦休憩取ります‼️‼️

すいません‼️

12:00-16:00
18:00-20:00

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎… https://t.co/a57879rNW6","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎']"
32,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"あー‼️

明日
16:00-18:00一旦休憩取ります‼️‼️

すいません‼️

12:00-16:00
18:00-20:00

よろしくお願いします！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎… https://t.co/0ULPscdRQk","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎']"
33,jesus_esteban_,"Error 404 - 🚧 bio always under ""construction"" #safetyfirst; @aparejadoresmad; @SGS_SA","Madrid, Comunidad de Madrid",376,190,975,0,"(Reflexión) 
""Aprender a pensar"" / ""Despierten en sus alumnos el dolor de la lucidez, sin límites, sin piedad"" (Pel… https://t.co/jRpGyIWUjQ",[]
34,predelahabana,"Ex-Integrantes del Instituto Preuniversitario de La Habana Jose Marti. ALL Members, WELCOME! #Global Multi-preneur, #DigitalLife, #Sports, #Education...",Worldwide,558,487,12521,0,Is happiness influencing peoples probability of smoking? Are smokers more or less happy than their non smoking peer… https://t.co/i3nXWNvwlv,[]
35,psylligent,#wellbeing #coproduction #digital #cbt #QI #innovation #compassion #psychology #leader #nhs #ClientCentricCare #onlinecbt #lgbtcoaching #mentalhealth,"London, England",3407,1166,4071,0,Is happiness influencing peoples probability of smoking? Are smokers more or less happy than their non smoking peer… https://t.co/kFBnYFOFZA,[]
36,ETimesKannada,"Latest News, Videos, Photos, Reviews, Interviews, Features from  Kannada Film Industry (Sandalwood)",Bengaluru ,138,73,628,0,"With the popular #nosmoking girl #SimranNatekar making her debut in #Berkley, fans look forward to the #teaser of t… https://t.co/kpZpvrzQHr","['nosmoking', 'SimranNatekar', 'Berkley', 'teaser']"
37,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"サバサンドあと２つお作りできます‼️‼️

テイクアウトお待ちして！ます！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏… https://t.co/TcwWEBoSO6","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏']"
38,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"サバサンドあと２つお作りできます‼️‼️

テイクアウトお待ちして！ます！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏… https://t.co/BqQD5Srvb1","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏']"
39,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"サバサンドあと２つお作りできます‼️‼️

テイクアウトお待ちして！ます！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏… https://t.co/LibvJza69y","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏']"
40,dareyame,2005年。当時33歳の私が「お友だちが来たら外食に困らない楽しい吉祥寺だけど、ひとりの時におひたしやお味噌汁を食べられるお店がないなぁ」と思い、バーオハナを作りました。パパッと友人と集まれなくなった30歳以上の働き盛りの独身の方、共働きのご夫婦、自炊の息抜きに寄れる居酒屋です！全面禁煙です♬,東京都武蔵野市吉祥寺本町(吉祥寺駅東口から徒歩1分)日月休み,4480,3189,192297,0,"サバサンドあと２つお作りできます‼️‼️

テイクアウトお待ちして！ます！

#バーオハナ #鶏たたき #ひとりで飲める #リツイ大歓迎 #テイクアウト大歓迎 #野菜 #Jfood #鹿児島 #nosmoking #ヨドバシ裏… https://t.co/9sFYX16P0z","['バーオハナ', '鶏たたき', 'ひとりで飲める', 'リツイ大歓迎', 'テイクアウト大歓迎', '野菜', 'Jfood', '鹿児島', 'nosmoking', 'ヨドバシ裏']"
