,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
254,yh9kviO9vkk6Zdt,"2020年4月頃から、マンション近隣室喫煙により心身に害を受けています。
賃貸人・管理会社に蔑ろにされている被害者が、法的に守られる世の中に一歩でも近づきますように。

喫煙者は先ずニコチン依存症を治してください。
話すのはそれからです。

※誤字脱字・誤変換多し　ご容赦",札幌,233,181,3139,0,"@Tora_kijitora でさ、お前何のために俺にいちゃもんつけてるんだよ？

性格上に問題があるか、受動喫煙者ににいいがかりをつけるためのタバコ宣伝工作員のやり口としか考えられないんだわ。

世間の皆さんが納得できる説明でき… https://t.co/R1MrnDCZhL",[]
255,vashishtvp,"Working as Senior Engineer in Railway's production unit.
कोई हाथ भी न मिलाएगा जो गले मिलोगे तपाक से
ये नए मिज़ाज का शहर है ज़रा फ़ासले से मिला करो
शायर बशीर बद्","Kapurthala, Punjab - INDIA",2124,1933,123015,0,"#NPS_QUIT_INDIA 
#TobaccoFreeIndia

For STRESS buster few #Smoke 
Later get Tension of #SmokingKills… https://t.co/KPSLqB5Yvo","['NPS_QUIT_INDIA', 'TobaccoFreeIndia', 'Smoke', 'SmokingKills', 'NewPensionScheme']"
256,KingOnTheSite,"The Home of Funny Work Moments! 🤣
Posting funny content daily, including images and videos submitted by our followers!",,191,70,1054,0,"DANGER! 💥

#Danger #Flammable #SmokingKills https://t.co/fuCbmTIjsK","['Danger', 'Flammable', 'SmokingKills']"
257,RMaachana,"#Humanity1st 
CompassionNext.
#Thee with Me
DT CA,F&CS 
#NationalHandloomDay
20yrs @ #TobaccoControll
#WorldNoToTobaccoDay
#TobaccoFreeIndia
#NPS_QUIT_INDIA","Medchal, India ",671,301,3757,0,"How much may v earn. 
If #SmokingKills couid not make 2 learn
#coronavirus giving pain
Pl don't #Smoke again
Concen… https://t.co/mv30sxNzcY","['SmokingKills', 'coronavirus', 'Smoke']"
258,RMaachana,"#Humanity1st 
CompassionNext.
#Thee with Me
DT CA,F&CS 
#NationalHandloomDay
20yrs @ #TobaccoControll
#WorldNoToTobaccoDay
#TobaccoFreeIndia
#NPS_QUIT_INDIA","Medchal, India ",671,301,3757,2,"How much may v earn. 
If #SmokingKills couid not make 2 learn
#coronavirus giving pain
Pl don't #Smoke again
Concen… https://t.co/mv30sxNzcY","['SmokingKills', 'coronavirus', 'Smoke']"
259,yuichiwatanabe7,MADE IN WORLD designer / manager,東京都渋谷区宇田川町4-10,47,174,408,2,"#FR2 × MADE IN WORLD

COLLABORATION POP-UP STORE

4月24（土）4月25日（日）
11時〜21時
#FR2 HARAJUKU

Coming Soon...… https://t.co/D5XJ8198NW","['FR2', 'FR2']"
260,uR6Dsoo9fmbeomY,thank you so much.,日本,1019,411,22145,0,"New arrival .
[ F Mark Socks ].
@fr2yanagi .
¥2.750-(In Tax).
#FR2柳 exclusive color.
.
#fr2柳 #fr2yanagi #fr2… https://t.co/Gh3hw5KSis",[]
261,Sanjeev03447159,Ok,"Una, India",241,335,19060,0,"#NPS_QUIT_INDIA 
#TobaccoFreeIndia

For STRESS buster few #Smoke 
Later get Tension of #SmokingKills… https://t.co/KPSLqB5Yvo","['NPS_QUIT_INDIA', 'TobaccoFreeIndia', 'Smoke', 'SmokingKills', 'NewPensionScheme']"
262,RLDKTP,वो जीवन ही क्या जो किसी के काम ना आये,नई दिल्ली,2415,4328,10159,0,"#NPS_QUIT_INDIA 
#TobaccoFreeIndia

For STRESS buster few #Smoke 
Later get Tension of #SmokingKills… https://t.co/KPSLqB5Yvo","['NPS_QUIT_INDIA', 'TobaccoFreeIndia', 'Smoke', 'SmokingKills', 'NewPensionScheme']"
263,RMaachana,"#Humanity1st 
CompassionNext.
#Thee with Me
DT CA,F&CS 
#NationalHandloomDay
20yrs @ #TobaccoControll
#WorldNoToTobaccoDay
#TobaccoFreeIndia
#NPS_QUIT_INDIA","Medchal, India ",671,301,3757,6,"#NPS_QUIT_INDIA 
#TobaccoFreeIndia

For STRESS buster few #Smoke 
Later get Tension of #SmokingKills… https://t.co/KPSLqB5Yvo","['NPS_QUIT_INDIA', 'TobaccoFreeIndia', 'Smoke', 'SmokingKills']"
264,RMaachana,"#Humanity1st 
CompassionNext.
#Thee with Me
DT CA,F&CS 
#NationalHandloomDay
20yrs @ #TobaccoControll
#WorldNoToTobaccoDay
#TobaccoFreeIndia
#NPS_QUIT_INDIA","Medchal, India ",671,301,3757,0,"#CoronavirusIndia #COVID19India Pandemic has Tought many lessons.
@WHO told #SayNoToTobacco. #Quitttobacco 4 safe h… https://t.co/XZQYeKBckR","['CoronavirusIndia', 'COVID19India', 'SayNoToTobacco', 'Quitttobacco']"
265,terminate_ct,受動喫煙のない社会にしたいです。昔から受動喫煙に苦しんできました。改善の遅さに失望する毎日。賛同して下さる方相互フォローお願いします🤲,,701,709,7057,0,"@masterantismoke @yaninstagram なります！
人権侵害。呼吸権の侵害になります。
#smokingkills
#人の時を奪う
#受動喫煙に反対します","['smokingkills', '人の時を奪う', '受動喫煙に反対します']"
266,VigyaR,Business Development Manager with @healthwiremedia,"New Delhi, India",284,112,3067,0,"Smoking Kills: Know 5 Tips For Millennials To Stop Smoking Effectively

Expert- Dr. Vikas Maurya, Director, and Hea… https://t.co/zHs2qQNerg",[]
267,HealthwireMedia,Healthwire is a leading digital platform bringing #news on Health & Wellness. We aim for a healthier tomorrow.,"New Delhi, India",397,5026,7027,1,"Smoking Kills: Know 5 Tips For Millennials To Stop Smoking Effectively

Expert- Dr. Vikas Maurya, Director, and Hea… https://t.co/zHs2qQNerg",[]
268,Thewmina2,"16
Photograper
Traveller
Just trying to breathe",Sri Lanka,39,9,123,0,Don't smoke to have a good future #nosmoking #smokingkills https://t.co/mkGC5aGOjX,"['nosmoking', 'smokingkills']"
269,ThatDumbGirl6,"Just some dumb chick having some dumb fun 22yo She/Her Bisexual (No, I will not send you pics of me) (I will report you if you're under 18 and msg me sexually)",,14,56,19,0,"If you're thinking about #QuittingSmoking, there is no time like #NoSmokingDay! 
Make a promise to yourself to make… https://t.co/Svp2yNkyfF","['QuittingSmoking', 'NoSmokingDay']"
270,terminate_ct,受動喫煙のない社会にしたいです。昔から受動喫煙に苦しんできました。改善の遅さに失望する毎日。賛同して下さる方相互フォローお願いします🤲,,701,709,7057,0,"@Tora_kijitora ごめん、ひょっとして目が悪い？

２文め見えてるか？
マウント取ってる場合じゃないかもしれんぞ。

視力見てもらいなさい。
#smokingkills
#人の時を奪う
#受動喫煙に反対します","['smokingkills', '人の時を奪う', '受動喫煙に反対します']"
271,terminate_ct,受動喫煙のない社会にしたいです。昔から受動喫煙に苦しんできました。改善の遅さに失望する毎日。賛同して下さる方相互フォローお願いします🤲,,701,709,7057,0,"@Tora_kijitora でさ、お前何のために俺にいちゃもんつけてるんだよ？

性格上に問題があるか、受動喫煙者ににいいがかりをつけるためのタバコ宣伝工作員のやり口としか考えられないんだわ。

世間の皆さんが納得できる説明でき… https://t.co/R1MrnDCZhL",[]
272,terminate_ct,受動喫煙のない社会にしたいです。昔から受動喫煙に苦しんできました。改善の遅さに失望する毎日。賛同して下さる方相互フォローお願いします🤲,,701,709,7057,2,"@Tora_kijitora でさ、お前何のために俺にいちゃもんつけてるんだよ？

性格上に問題があるか、受動喫煙者ににいいがかりをつけるためのタバコ宣伝工作員のやり口としか考えられないんだわ。

世間の皆さんが納得できる説明でき… https://t.co/R1MrnDCZhL",[]
273,socamfyc,Sociedad Canaria de Medicina Familiar y Comunitaria (twitter),Islas Canarias,114,890,2444,0,𝗘𝗹 𝗚𝗿𝘂𝗽𝗼 𝗱𝗲 𝗔𝗯𝗼𝗿𝗱𝗮𝗷𝗲 𝗮𝗹 𝗧𝗮𝗯𝗮𝗾𝘂𝗶𝘀𝗺𝗼 🚭 𝗱𝗮 𝗲𝗹 𝗽𝗶𝘀𝘁𝗼𝗹𝗲𝘁𝗮𝘇𝗼 𝗱𝗲 𝘀𝗮𝗹𝗶𝗱𝗮 𝗱𝗲 𝗹𝗮 𝗦𝗲𝗺𝗮𝗻𝗮 𝗦𝗶𝗻 𝗛𝘂𝗺𝗼 𝟮𝟬𝟮𝟭 #SSH2021… https://t.co/G5s2mDy9ns,['SSH2021']
274,COPD_research,A bot that retweets the tag #COPD Use the tag to reach out to followers. Own tweets may occur.,,7,3083,97946,0,"Brown Ribbon Month!
#worldnotobaccoday #abovetheinfluence #truthcampaign #smokingkills #stroke #heartdisease… https://t.co/01Cy4p6IlW","['worldnotobaccoday', 'abovetheinfluence', 'truthcampaign', 'smokingkills', 'stroke', 'heartdisease', 'cancer']"
275,HealthyFLPBC,Florida Department of Health in Palm Beach County.  Disclaimer: http://goo.gl/2FBxF3,"Palm Beach County, FL",349,5076,779,1,"Brown Ribbon Month!
#worldnotobaccoday #abovetheinfluence #truthcampaign #smokingkills #stroke #heartdisease… https://t.co/01Cy4p6IlW","['worldnotobaccoday', 'abovetheinfluence', 'truthcampaign', 'smokingkills', 'stroke', 'heartdisease']"
276,terminate_ct,受動喫煙のない社会にしたいです。昔から受動喫煙に苦しんできました。改善の遅さに失望する毎日。賛同して下さる方相互フォローお願いします🤲,,701,709,7057,0,"@Tora_kijitora @yasuhosei101 ごたくはいいから、お前もゴミ拾いでもしてみればいいじゃん。
#smokingkills
#人の時を奪う
#受動喫煙に反対します","['smokingkills', '人の時を奪う', '受動喫煙に反対します']"
277,Mixturism,dad's little prince👨 foodie 🍩Pet lover🐇Barbie doll👶gift me on nov 29 👑live in Dolakpoor🎅i am not short my height is cute🙆No DM #SRINI#கேள்விகள் 🌪️🖤❤️,,650,14368,98989,0,#SmokingKills https://t.co/RsZeVV1TtG,['SmokingKills']
278,charlesthomas,"Direct descendant of the fish that conquered the land. Lawyer, photographer. Bi/pan, polyamory type. Politics, mental health. #ADHD he/him","Philadelphia, PA",2324,3185,194001,0,Now this is an obituary. #tobacco #smokingkills https://t.co/8nFT2EYVHp,"['tobacco', 'smokingkills']"
279,RMaachana,"#Humanity1st 
CompassionNext.
#Thee with Me
DT CA,F&CS 
#NationalHandloomDay
20yrs @ #TobaccoControll
#WorldNoToTobaccoDay
#TobaccoFreeIndia
#NPS_QUIT_INDIA","Medchal, India ",671,301,3757,0,"1 Cigarette.
2 or
3 minutes.
4 Relief Temporary Stress.
5ne a huge amount.
6 PM
7th April 2021.
8k Smarts make do s… https://t.co/V2eophkGVc",[]
280,Tamarabrams,"Writer, communications strategist, proud mother, unrelenting optimist, firm believer in kindness and goodness, liberal of course.",Arlington Virginia,1420,1101,67040,1,Now this is an obituary. #tobacco #smokingkills https://t.co/8nFT2EYVHp,"['tobacco', 'smokingkills']"
281,SCMFyC,#pontelamascarilla #DíadelaAtenciónPrimaria2021,,426,207,222,0,𝗘𝗹 𝗚𝗿𝘂𝗽𝗼 𝗱𝗲 𝗔𝗯𝗼𝗿𝗱𝗮𝗷𝗲 𝗮𝗹 𝗧𝗮𝗯𝗮𝗾𝘂𝗶𝘀𝗺𝗼 🚭 𝗱𝗮 𝗲𝗹 𝗽𝗶𝘀𝘁𝗼𝗹𝗲𝘁𝗮𝘇𝗼 𝗱𝗲 𝘀𝗮𝗹𝗶𝗱𝗮 𝗱𝗲 𝗹𝗮 𝗦𝗲𝗺𝗮𝗻𝗮 𝗦𝗶𝗻 𝗛𝘂𝗺𝗼 𝟮𝟬𝟮𝟭 #SSH2021… https://t.co/G5s2mDy9ns,['SSH2021']
282,ibamfic,La Ibamfic és una societat científica balear que vetlla pel desenvolupament professional i científic de la Medicina Familiar i Comunitària #MFiC,Palma de Mallorca,1721,1860,5325,0,𝗘𝗹 𝗚𝗿𝘂𝗽𝗼 𝗱𝗲 𝗔𝗯𝗼𝗿𝗱𝗮𝗷𝗲 𝗮𝗹 𝗧𝗮𝗯𝗮𝗾𝘂𝗶𝘀𝗺𝗼 🚭 𝗱𝗮 𝗲𝗹 𝗽𝗶𝘀𝘁𝗼𝗹𝗲𝘁𝗮𝘇𝗼 𝗱𝗲 𝘀𝗮𝗹𝗶𝗱𝗮 𝗱𝗲 𝗹𝗮 𝗦𝗲𝗺𝗮𝗻𝗮 𝗦𝗶𝗻 𝗛𝘂𝗺𝗼 𝟮𝟬𝟮𝟭 #SSH2021… https://t.co/G5s2mDy9ns,['SSH2021']
283,SAMFyC,Sociedad Andaluza de Medicina Familiar y Comunitaria. Desde 1984 velando por el adecuado desarrollo de la MFyC en Andalucía.,Andalucía,330,4347,10092,0,𝗘𝗹 𝗚𝗿𝘂𝗽𝗼 𝗱𝗲 𝗔𝗯𝗼𝗿𝗱𝗮𝗷𝗲 𝗮𝗹 𝗧𝗮𝗯𝗮𝗾𝘂𝗶𝘀𝗺𝗼 🚭 𝗱𝗮 𝗲𝗹 𝗽𝗶𝘀𝘁𝗼𝗹𝗲𝘁𝗮𝘇𝗼 𝗱𝗲 𝘀𝗮𝗹𝗶𝗱𝗮 𝗱𝗲 𝗹𝗮 𝗦𝗲𝗺𝗮𝗻𝗮 𝗦𝗶𝗻 𝗛𝘂𝗺𝗼 𝟮𝟬𝟮𝟭 #SSH2021… https://t.co/G5s2mDy9ns,['SSH2021']
284,semfyc,"Sociedad Española de Medicina de Familia y Comunitaria, Somos la Federación de 17 sociedades científicas #MFyC

+ 𝗦
#Yomédicadefamilia🩺
#Yomédicodefamilia",Barcelona,1598,29997,36899,0,𝗘𝗹 𝗚𝗿𝘂𝗽𝗼 𝗱𝗲 𝗔𝗯𝗼𝗿𝗱𝗮𝗷𝗲 𝗮𝗹 𝗧𝗮𝗯𝗮𝗾𝘂𝗶𝘀𝗺𝗼 🚭 𝗱𝗮 𝗲𝗹 𝗽𝗶𝘀𝘁𝗼𝗹𝗲𝘁𝗮𝘇𝗼 𝗱𝗲 𝘀𝗮𝗹𝗶𝗱𝗮 𝗱𝗲 𝗹𝗮 𝗦𝗲𝗺𝗮𝗻𝗮 𝗦𝗶𝗻 𝗛𝘂𝗺𝗼 𝟮𝟬𝟮𝟭 #SSH2021… https://t.co/G5s2mDy9ns,['SSH2021']
285,CVampugani,Better a Good Journalist than a poor Assassin,"Narayan Guda, Hyderabad",750,98,326,0,"2Day #Holi #Holi2021
Met Mr @maheswarnin @ICMRNIN.
Sir Lauded my Efforts 4 #TobaccoControll 
#SayNoToTobacco… https://t.co/1UFjqJ9ApL","['Holi', 'Holi2021', 'TobaccoControll', 'SayNoToTobacco', 'Quitttobacco']"
286,curlies1,,,1127,92,4543,0,𝗘𝗹 𝗚𝗿𝘂𝗽𝗼 𝗱𝗲 𝗔𝗯𝗼𝗿𝗱𝗮𝗷𝗲 𝗮𝗹 𝗧𝗮𝗯𝗮𝗾𝘂𝗶𝘀𝗺𝗼 🚭 𝗱𝗮 𝗲𝗹 𝗽𝗶𝘀𝘁𝗼𝗹𝗲𝘁𝗮𝘇𝗼 𝗱𝗲 𝘀𝗮𝗹𝗶𝗱𝗮 𝗱𝗲 𝗹𝗮 𝗦𝗲𝗺𝗮𝗻𝗮 𝗦𝗶𝗻 𝗛𝘂𝗺𝗼 𝟮𝟬𝟮𝟭 #SSH2021… https://t.co/G5s2mDy9ns,['SSH2021']
287,_mvsry,‏Photographer at One Shoot,Sadat City,158,116,825,0,"shot By @_mvsry
With @hosaaam_hasan and @ahmed_gasser_
..
Camera : Canon 600D
Lens : 50mm f/1.8
Edit By Lightroom m… https://t.co/Rzt6dJoVnR",[]
288,gema_izquierdo,"Médico 👩‍⚕️
Psicóloga en proyecto 👩‍💼
Máster en Cuidados Paliativos en marcha 🛌

 - Lo esencial es invisible a los ojos -","Comunidad de Madrid, España",473,361,4719,0,𝗘𝗹 𝗚𝗿𝘂𝗽𝗼 𝗱𝗲 𝗔𝗯𝗼𝗿𝗱𝗮𝗷𝗲 𝗮𝗹 𝗧𝗮𝗯𝗮𝗾𝘂𝗶𝘀𝗺𝗼 🚭 𝗱𝗮 𝗲𝗹 𝗽𝗶𝘀𝘁𝗼𝗹𝗲𝘁𝗮𝘇𝗼 𝗱𝗲 𝘀𝗮𝗹𝗶𝗱𝗮 𝗱𝗲 𝗹𝗮 𝗦𝗲𝗺𝗮𝗻𝗮 𝗦𝗶𝗻 𝗛𝘂𝗺𝗼 𝟮𝟬𝟮𝟭 #SSH2021… https://t.co/G5s2mDy9ns,['SSH2021']
289,semfyc,"Sociedad Española de Medicina de Familia y Comunitaria, Somos la Federación de 17 sociedades científicas #MFyC

+ 𝗦
#Yomédicadefamilia🩺
#Yomédicodefamilia",Barcelona,1598,29997,36899,7,𝗘𝗹 𝗚𝗿𝘂𝗽𝗼 𝗱𝗲 𝗔𝗯𝗼𝗿𝗱𝗮𝗷𝗲 𝗮𝗹 𝗧𝗮𝗯𝗮𝗾𝘂𝗶𝘀𝗺𝗼 🚭 𝗱𝗮 𝗲𝗹 𝗽𝗶𝘀𝘁𝗼𝗹𝗲𝘁𝗮𝘇𝗼 𝗱𝗲 𝘀𝗮𝗹𝗶𝗱𝗮 𝗱𝗲 𝗹𝗮 𝗦𝗲𝗺𝗮𝗻𝗮 𝗦𝗶𝗻 𝗛𝘂𝗺𝗼 𝟮𝟬𝟮𝟭 #SSH2021… https://t.co/G5s2mDy9ns,['SSH2021']
290,MovieBloggercom,"The No.1 independent movie blog for news, reviews, interviews and so much more. #SupportIndieFilm
Get your film or festival promoted by us TODAY!",United Kingdom,5117,7095,25294,0,Check out this excellent #shortfilm from Harry Pages. #SmokingKills A lacklustre smoker makes the startling discove… https://t.co/9BtSvIlGbW,"['shortfilm', 'SmokingKills']"
291,bliss_manic,"Mommy 👫
Domestic Violence Survivor 💜
🤷‍♀️🤷‍♀️",,79,3,86,0,I think it is incredibly stupid to tell a smoker not to smoke for a day after having teeth work done at the dentist… https://t.co/lUKUuk73qc,[]
292,shivpoojary173,"proud to be a hindhu🚩

ಧರ್ಮೋ ರಕ್ಷತಿ ರಕ್ಷಿತಃ🚩

ಸಂಘ ಶಕ್ತಿ ಯುಗೇ ಯುಗೇ 🚩","Mangalore, India",567,94,1044,0,Playing with life.Smoking is the leading cause of heart attack among youngsters. This  ghastly picture of exfoliati… https://t.co/Wssfq4WU8i,[]
293,imraks,"BackBencher, Obsessive Compulsive Startup Enthusiast and Admirer of Chaos.
Chief Worker @ AdGlobal360
Love Intelligent Conversations, and Creative Ideas.",Gurgaon - India,185,568,2196,0,"Koi roko isko. Samjhaao, ki smoke karne se Lungs Crab ho jaayeinge.
#SmokingKills https://t.co/J6Rwv6O2U7",['SmokingKills']
294,srshrimali,"Triathloner🏃🏊🚵
Certified Fitness expert
Nutritionist ,Dietitian
Crossfit specialist
Takshati proprietor","Badi Sadak, Jalna",535,124,4149,0,#smoking #COVID19 #SayNotosmoking #smokingkills #tobacco https://t.co/V6VArAzQfk,"['smoking', 'COVID19', 'SayNotosmoking', 'smokingkills', 'tobacco']"
295,sofiag999,Shambho🙏🏽❤️,Planet earth,226,52,1469,0,Playing with life.Smoking is the leading cause of heart attack among youngsters. This  ghastly picture of exfoliati… https://t.co/Wssfq4WU8i,[]
296,rotanaashoush,‏الفاتحة ل عبدالرحمن أحمد أبوعلى💙,"Cairo, Egypt",695,831,1258,0,"shot By @_mvsry
With @hosaaam_hasan and @ahmed_gasser_
..
Camera : Canon 600D
Lens : 50mm f/1.8
Edit By Lightroom m… https://t.co/XHYXSl1zLd",[]
297,LordGanescha,vaping since October 2010,,66,404,61389,0,One way to #TakeDownTobacco is get a smoker a starter kit and some flavored eliquid. Doesn’t matter if it’s a frien… https://t.co/msX0HQ33FC,['TakeDownTobacco']
298,top5sindeed,"We create Top 5s Videos about stuff in India and post facts here. So basically, India ka Watchmojo 😂😂",India,4226,58,378,0,#sushantsinghrajput #niteshtiwari #chhichhore #sushantsinghrajputfan #sushantsinghrajputslays #moviefactsoftheday… https://t.co/XFJvYjx06T,"['sushantsinghrajput', 'niteshtiwari', 'chhichhore', 'sushantsinghrajputfan', 'sushantsinghrajputslays', 'moviefactsoftheday']"
299,FaizEzanee,"@anfasya 's husband, Heart Electrical Engineer In The Making 🇲🇾","Kuala Lumpur, Malaysia",520,223,20425,0,I really lost my word when patient still smoking while waiting for bypass surgery. Like they have not gone through… https://t.co/pQbiKH9pL8,[]
300,adelaid95751421,"Mental health nurse who is passionate about leadership, women’s personal development and all things mental health. in a period of transitioning.","Sheffield, England",286,217,650,0,Reminiscing on the good old days. It’s a wonder how most of my peers and myself never smoked. The advertising objec… https://t.co/mqKkscWsNq,[]
301,icemacro,,,4304,167,7398,0,#smokinghot #smokingkills https://t.co/AkryO0Ta7Y,"['smokinghot', 'smokingkills']"
302,yh9kviO9vkk6Zdt,"2020年4月頃から、マンション近隣室喫煙により心身に害を受けています。
賃貸人・管理会社に蔑ろにされている被害者が、法的に守られる世の中に一歩でも近づきますように。

喫煙者は先ずニコチン依存症を治してください。
話すのはそれからです。

※誤字脱字・誤変換多し　ご容赦",札幌,233,181,3139,0,"@jXCsFNjK6qmPYXJ 生活に必要から発生しているものと、お前の都合でかけられる迷惑を同一に論じる思考力よ|(￣3￣)|
#smokingkills
#人の時を奪う
#受動喫煙に反対します","['smokingkills', '人の時を奪う', '受動喫煙に反対します']"
303,charusavala,"One who is a nature lover and
preserves natural resources.
most concerned about ecology n environment.
RTs not endorsements.",INDIA,1257,501,107610,0,Playing with life.Smoking is the leading cause of heart attack among youngsters. This  ghastly picture of exfoliati… https://t.co/Wssfq4WU8i,[]
304,_mvsry,‏Photographer at One Shoot,Sadat City,158,116,825,1,"shot By @_mvsry
With @hosaaam_hasan and @ahmed_gasser_
..
Camera : Canon 600D
Lens : 50mm f/1.8
Edit By Lightroom m… https://t.co/XHYXSl1zLd",[]
305,mario2941,自由・気ままに生きる事がスローガンです。好きな事は食べる事、ドライブ、撮影など。嫌いなものはタバコとゴキブリ。,,100,58,7074,0,"@NTS931184 社会の力でタバコをなくそう。

それまでは密閉された空間で喫煙して欲しい。

できないなら即販売を中止するべき。

#smokingkills
#人の時を奪う
#受動喫煙に反対します","['smokingkills', '人の時を奪う', '受動喫煙に反対します']"
306,CattailField,しがない靴屋だけど靴の呟き皆無。高知県小学生水難事故を注視。ダイビング→登山→キャンプ(経験値順)。FX&日本株。全ての動物に愛を(でも肉食)。野鳥は神、ペンギンはアデリー。ウミウシは癒し。ピアノ弾き(Rubinstein愛)。改革保守、自民のシニアは嫌い。エキストリーム喫煙撲滅派。にわかウルトラマンファン,,596,398,13416,0,"@NTS931184 社会の力でタバコをなくそう。

それまでは密閉された空間で喫煙して欲しい。

できないなら即販売を中止するべき。

#smokingkills
#人の時を奪う
#受動喫煙に反対します","['smokingkills', '人の時を奪う', '受動喫煙に反対します']"
307,terminate_ct,受動喫煙のない社会にしたいです。昔から受動喫煙に苦しんできました。改善の遅さに失望する毎日。賛同して下さる方相互フォローお願いします🤲,,701,709,7057,0,"@NTS931184 社会の力でタバコをなくそう。

それまでは密閉された空間で喫煙して欲しい。

できないなら即販売を中止するべき。

#smokingkills
#人の時を奪う
#受動喫煙に反対します","['smokingkills', '人の時を奪う', '受動喫煙に反対します']"
308,terminate_ct,受動喫煙のない社会にしたいです。昔から受動喫煙に苦しんできました。改善の遅さに失望する毎日。賛同して下さる方相互フォローお願いします🤲,,701,709,7057,6,"@NTS931184 社会の力でタバコをなくそう。

それまでは密閉された空間で喫煙して欲しい。

できないなら即販売を中止するべき。

#smokingkills
#人の時を奪う
#受動喫煙に反対します","['smokingkills', '人の時を奪う', '受動喫煙に反対します']"
309,arghabhar,"Export marketing professional.
Opinionated Bengali.
Trying to evade COVID. 
Amateur Runner 🏃👟🎯","Kolkata, India",123,108,9075,0,"@akhmxt And this is now limited to men only.. Should include ladies too who think its now cool to smoke..
#smokingkills",['smokingkills']
310,codeeffort,India's #1 cigarette waste management and recycling company with a range of by-products.,"Noida, India",35,215,195,0,"https://t.co/0gZyiS2Gfp

We thank Divya Bhaskar for their support. 😊

#awarenessiskey #read #article #divyabhaskar… https://t.co/SCQ44aYvYk","['awarenessiskey', 'read', 'article', 'divyabhaskar']"
311,VapinXsmoker,"Vape Advocate
Stand up for your Rights!
#vapingsaveslives
#BlackLivesMatter",🇺🇸,7955,20250,83172,0,One way to #TakeDownTobacco is get a smoker a starter kit and some flavored eliquid. Doesn’t matter if it’s a frien… https://t.co/msX0HQ33FC,['TakeDownTobacco']
312,jsummers71,"IT professional, husband, father, First Aider, archer, gamer, LARPer :-), independent advocate for THR, supporter of the New Nicotine Alliance UK, INNCO & ETHRA",Gloucester,2098,3600,74851,0,One way to #TakeDownTobacco is get a smoker a starter kit and some flavored eliquid. Doesn’t matter if it’s a frien… https://t.co/msX0HQ33FC,['TakeDownTobacco']
313,ProfShreekant,"Marketing Professor in KLS IMER, Belagavi, Karnataka. Ph.D Scholar, 10 years Pharma Sales Experience. @arogyabharati Belagavi","Belagavi, Karnataka, India",4994,1165,13303,0,Playing with life.Smoking is the leading cause of heart attack among youngsters. This  ghastly picture of exfoliati… https://t.co/Wssfq4WU8i,[]
314,dr_asr,"Pathologist. Professor. Teacher. Love music, travel and good food :) RT ❌endorsement. For all pathology related tweets please follow @DrRamaswamyAS",,1339,1045,33668,0,Playing with life.Smoking is the leading cause of heart attack among youngsters. This  ghastly picture of exfoliati… https://t.co/Wssfq4WU8i,[]
315,cardio73,Prof and HOD Cardiology. Interventional cardiologist KMC Hospital Mangalore India 🇮🇳. Tweets are my personal views,"Mangalore, India",3328,5015,1140,5,Playing with life.Smoking is the leading cause of heart attack among youngsters. This  ghastly picture of exfoliati… https://t.co/Wssfq4WU8i,[]
316,T77Tina,"Ex smoker, current vaper. I thank flavors for helping me make the switch. I smoked for 21 years and been cig free since August 27, 2016. Vape advocate!!","West Virginia, USA",1006,645,1226,4,One way to #TakeDownTobacco is get a smoker a starter kit and some flavored eliquid. Doesn’t matter if it’s a frien… https://t.co/msX0HQ33FC,['TakeDownTobacco']
317,tdokester,"Long-time business executive, far left-leaning politically and fervent about social justice and human rights. Intolerant of stupidity.","Texas, USA",2172,886,43851,0,The sharp reduction in smoking in the US and much of Europe is one of the great developments of the last three deca… https://t.co/S7iucVwlsW,[]
318,globalhealthbot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about global health #globalhealth and health education to improve health around the world,,1,633,38126,0,"Despite no smoking laws in surrounding beach cities &amp; parks, #TheOC BoS has failed to enact #nosmoking laws for cou… https://t.co/R9qoMeuMTE","['TheOC', 'nosmoking']"
319,CarrieHKelly,Not ashamed of being white. Activist who tweets: environment; food; oceans; science; exercise; non-smoker's rights; bird-watching; movies. My Tweets are my own!,"Dana Point, CA USA",669,715,60419,1,"Despite no smoking laws in surrounding beach cities &amp; parks, #TheOC BoS has failed to enact #nosmoking laws for cou… https://t.co/R9qoMeuMTE","['TheOC', 'nosmoking']"
320,urdudailydose,"Urdu Valueable Knowledge

Follow @urdudailydose on Instagram: https://instagram.com/urdudailydose","Punjab, Pakistan",1,0,25,0,"Smoking Kills, Say No to smoking 
#smokingkills
#drugged 
#drugs 
#HealthOverProfits #Health 
#Awareness https://t.co/U6HznU3s5o","['smokingkills', 'drugged', 'drugs', 'HealthOverProfits', 'Health', 'Awareness']"
321,bhagwat_parveen,i am working in a print media,,125,1,128,0,"Guess why you shouldn't smoke? I mean, besides the fact that it kills you? It's just not cool, guys!

#DontSmoke… https://t.co/px8Iga8kFm",['DontSmoke']
322,MarcyWorkOut,No Pain! No Gain! Job: Engineer / Golang / Python / 👨‍💻 脳筋エンジニアのアカウントはこちら /Machine Learning / Bayesian Statistics / ゴリラVim配信大臣 / Poker,パワーラックとフリーウェイトの間,2400,284,4816,0,"ライムが上手い

#smokingkills 
#fr2 https://t.co/1fkYtpZW1n","['smokingkills', 'fr2']"
